-0.0714,0.1847,0.0033,-0.0331,-0.1890,0.0826,-0.0278,-0.1022,0.0527,-0.1048,0.0556,0.0924,0.1769,-0.1705,0.0393,-0.1130
-0.0424,0.0154,0.0734,-0.1063,-0.0629,-0.0581,0.0975,-0.1090,0.0842,-0.1171,0.0081,-0.0834,-0.0740,-0.0813,-0.0422,-0.0062
0.0253,1.2366,-0.6837,0.0410,0.0223,-0.0788,-0.1260,-0.1408,-0.0053,-0.1098,0.5155,-0.7323,1.3167,-0.4987,-0.9331,1.1294
-0.1441,1.0136,-0.5669,0.0379,0.0010,-0.0148,0.0213,-0.0658,0.0364,-0.1391,0.3359,-0.5519,1.1419,-0.5118,-0.7993,0.9797
-0.0038,-0.0438,-0.0650,-0.1322,-0.0331,-0.0329,0.0052,0.0733,-0.0838,-0.0030,0.0763,-0.0401,0.0276,-0.0368,0.0393,-0.1171
-0.0543,-0.0977,0.4748,-0.0543,-0.0738,0.0017,-0.1223,0.1365,0.1058,-0.0803,-0.0216,0.5336,-0.0792,0.4999,0.5795,-0.1587
-0.1214,0.2634,0.1647,0.0304,0.0480,0.0627,0.1965,-0.1698,-0.0190,0.0205,0.1163,0.2634,0.5083,0.4081,-0.3341,0.6927
0.0647,-0.9078,0.6202,0.0368,0.0408,-0.0413,0.0127,0.1624,-0.0837,0.0838,0.3882,0.5615,-0.7739,0.5780,-0.0579,0.2445
0.1395,-0.5911,0.4550,-0.0256,-0.1096,0.0789,-0.1377,-0.0086,-0.0478,0.0902,-0.0276,0.3471,-0.4871,0.3702,0.5502,-0.5402
0.0374,0.6481,-0.2357,-0.0992,-0.0353,-0.0098,-0.1544,-0.1065,-0.0747,0.0176,0.1163,-0.2650,0.6826,-0.0771,-0.3078,0.8790
0.0368,-0.8202,0.5021,0.0940,-0.0752,0.1072,0.1612,0.0166,0.0514,-0.0866,-0.3464,0.5016,-1.1629,-0.0282,0.8429,-1.0363
-0.0910,0.1881,0.0674,0.0006,-0.1111,0.0125,-0.0189,-0.0378,-0.0263,0.0038,0.1525,0.0355,-0.1544,0.0488,-0.1361,0.0779
-0.1469,-0.7364,0.7590,-0.0625,-0.1439,0.0751,-0.0026,-0.0211,0.1246,0.0669,-0.2785,0.7408,-0.7545,0.7589,0.7079,-0.7834
0.0336,0.0293,0.5266,0.0354,0.1732,0.0049,0.0008,-0.0204,0.0359,0.0244,-0.0580,0.4099,0.2207,0.6325,-0.0883,0.4889
0.0609,1.0007,-0.6129,0.0397,0.0201,0.0371,0.0514,0.0022,-0.0211,-0.1497,0.2407,-0.4476,0.9194,-0.3053,-0.5166,0.8288
0.0775,-0.5536,0.6215,0.0683,0.1288,-0.1970,-0.1007,-0.0279,-0.1872,0.0359,-0.1196,0.5363,-0.6520,0.3153,0.8436,-0.8056
