2,114,0,-1,-1,-1,1,1,-1,1
133,20,0,1,1,-1,1,-1,1,1
139,36,0,1,-1,1,1,-1,1,1
117,4,0,1,1,1,1,-1,1,1
27,52,0,1,-1,-1,1,-1,1,1
15,66,0,-1,1,1,1,1,-1,1
16,82,0,-1,1,-1,1,1,-1,1
2,84,0,-1,1,-1,1,-1,1,1
13,100,-1,0,-1,1,1,-1,1,1
3,108,-1,0,-1,1,-1,-1,1,1
6,116,-1,0,-1,-1,1,-1,1,1
118,18,1,0,1,-1,1,1,-1,1
127,2,1,0,1,1,1,1,-1,1
4,3,1,0,1,1,1,1,-1,-1
2,34,1,0,-1,1,1,1,-1,1
20,50,1,0,-1,-1,1,1,-1,1
18,68,-1,0,1,1,1,-1,1,1
2,76,-1,0,1,1,-1,-1,1,1
2,82,-1,0,1,-1,1,1,-1,1
22,84,-1,0,1,-1,1,-1,1,1
6,100,-1,-1,0,1,1,-1,1,1
2,114,-1,-1,0,-1,1,1,-1,1
10,18,1,1,0,-1,1,1,-1,1
16,4,1,1,0,1,1,-1,1,1
10,50,1,-1,0,-1,1,1,-1,1
20,68,-1,1,0,1,1,-1,1,1
5,100,-1,-1,1,0,1,-1,1,1
3,116,-1,-1,-1,0,1,-1,1,1
9,2,1,1,1,0,1,1,-1,1
17,20,1,1,-1,0,1,-1,1,1
39,34,1,-1,1,0,1,1,-1,1
4,35,1,-1,1,0,1,1,-1,-1
18,4,1,1,1,0,1,-1,1,1
43,68,-1,1,1,0,1,-1,1,1
22,84,-1,1,-1,0,1,-1,1,1
2,100,-1,-1,1,1,0,-1,1,1
3,108,-1,-1,1,-1,0,-1,1,1
3,116,-1,-1,-1,1,0,-1,1,1
5,68,-1,1,1,1,0,-1,1,1
6,76,-1,1,1,-1,0,-1,1,1
2,41,1,-1,1,-1,1,1,-1,0
